,TSLA
19670,211.6499
19671,211.511
19672,211.64
19673,211.6
19674,211.6862
19675,211.6216
19676,211.46
19677,211.45
19678,211.6093
19679,211.4425
19680,211.44
19681,211.6
19682,211.695
19683,211.5672
19684,211.6
19685,211.51
19686,211.654
19687,211.5
19688,211.455
19689,211.5
19690,211.68
19691,211.6397
19692,211.665
19693,211.63
19694,211.625
19695,211.67
19696,211.7755
19697,211.62
19698,211.57
19699,211.63
19700,211.64
19701,211.6613
19702,211.57
19703,211.1701
19704,211.3
19705,211.3146
19706,211.248
19707,211.01
19708,211.0384
19709,211.0
19710,211.19
19711,211.2865
19712,211.36
19713,211.31
19714,211.28
19715,211.11
19716,211.1
19717,211.3625
19718,211.31575
19719,211.269
19720,211.0556
19721,211.1
19722,211.03
19723,211.04
19724,210.96
19725,210.9
19726,210.8897
19727,210.88
19728,210.9399
19729,210.9215
19730,210.89
19731,210.85
19732,210.866
19733,210.965
19734,210.9465
19735,210.82
19736,210.75
19737,210.71
19738,210.7
19739,210.6847
19740,210.83
19741,210.71
19742,210.71
19743,210.7
19744,210.64
19745,210.6
19746,210.5875
19747,210.66
19748,210.892
19749,211.08
19750,210.7737
19751,210.81
19752,210.825
19753,210.84
19754,210.8066
19755,210.9
19756,211.0
19757,211.005
19758,211.01
19759,211.0196
19760,211.0
19761,210.83
19762,210.885
19763,210.8208
19764,210.8189
19765,210.84
19766,210.83
19767,210.91
19768,210.898
19769,210.71
19770,210.72
19771,210.75
19772,210.83
19773,210.63
19774,210.61
19775,210.5912
19776,210.59
19777,210.36
19778,210.41
19779,210.54
19780,210.462
19781,210.44
19782,210.45
19783,210.53
19784,210.54
19785,210.48
19786,210.5207
19787,210.53
19788,210.38
19789,210.49
19790,210.56
19791,210.6
19792,210.64
19793,210.672
19794,210.5616
19795,210.59
19796,210.665
19797,210.61
19798,210.46
19799,210.48
19800,210.51
19801,210.42
19802,210.4333
19803,210.49
19804,210.32
19805,210.45
19806,210.4274
19807,210.4048
19808,210.405
19809,210.38
19810,210.38
19811,210.6
19812,210.56
19813,210.44
19814,210.39
19815,210.31
19816,210.37
19817,210.39
19818,210.36
19819,210.32
19820,210.36
19821,210.3748
19822,210.38
19823,210.48
19824,210.4662
19825,210.33
19826,210.38
19827,210.39
19828,210.5779
19829,210.47
19830,210.5382
19831,210.56
19832,210.51
19833,210.53
19834,210.56
19835,210.5
19836,210.5288
19837,210.42
19838,210.52
19839,210.458
19840,210.41
19841,210.55
19842,210.5
19843,210.525
19844,210.45
19845,210.36
19846,210.4
19847,210.41
19848,210.3
19849,210.28
19850,210.205
19851,210.15
19852,210.21
19853,210.2
19854,210.16
19855,210.06
19856,209.95
19857,209.95
19858,209.8352
19859,209.76
19860,209.62
19861,209.5955
19862,209.6
19863,209.58
19864,209.61
19865,209.4628
19866,209.38
19867,209.2264
19868,209.11
19869,209.18
19870,209.1
19871,209.1525
19872,209.0417
19873,208.92
19874,209.0
19875,208.9725
19876,208.9
19877,208.91
19878,208.865
19879,208.68
19880,208.64
19881,208.54
19882,208.46
19883,208.42
19884,208.35
19885,208.23
19886,208.28
19887,208.46
19888,208.46
19889,208.45
19890,208.46
19891,203.79
19892,204.15
19893,203.545
19894,203.69
19895,202.8
19896,201.985
19897,201.59
19898,201.92
19899,201.91
19900,202.2
19901,202.0846
19902,201.8799
19903,201.6991
19904,201.7592
19905,202.61
19906,202.7925
19907,202.64
19908,202.67
19909,202.85
19910,203.0
19911,202.88
19912,202.95
19913,202.8821
19914,202.59
19915,202.16
19916,202.1
19917,201.9788
19918,201.978
19919,201.834
19920,201.69
19921,201.5
19922,201.37
19923,201.069
19924,201.25
19925,201.45
19926,201.52
19927,201.62
19928,201.43
19929,201.23
19930,200.6
19931,200.68
19932,200.25
19933,200.4
19934,200.28
19935,200.56
19936,200.6
19937,200.82
19938,200.855
19939,200.81
19940,200.8
19941,200.7
19942,200.65
19943,200.78
19944,200.8
19945,200.9
19946,200.81
19947,200.8
19948,200.96
19949,201.2471
19950,201.14
19951,201.15
19952,201.69
19953,201.8
19954,202.0
19955,201.95
19956,201.4491
19957,201.51
19958,201.941
19959,201.82
19960,201.655
19961,201.78
19962,201.99
19963,202.25
19964,202.5488
19965,202.541
19966,202.59
19967,202.64
19968,203.0
19969,202.59
19970,202.9
19971,202.7799
19972,202.53
19973,202.51
19974,202.52
19975,202.335
19976,202.21
19977,202.26
19978,202.24
19979,202.2749
19980,201.93
19981,201.958
19982,201.81
19983,201.8289
19984,201.658
19985,201.4772
19986,201.84
19987,201.6296
19988,201.345
19989,201.26
19990,201.01
19991,200.98
19992,200.92
19993,201.07
19994,201.21
19995,201.18
19996,201.09
19997,200.8964
19998,200.69
19999,200.9
20000,200.9069
20001,201.0
20002,200.75
20003,200.85
20004,200.75
20005,200.95
20006,200.8
20007,200.52
20008,200.55
20009,200.49
20010,200.56
20011,200.77
20012,201.0188
20013,200.93
20014,201.05
20015,201.0475
20016,200.9228
20017,201.0375
20018,201.1038
20019,201.1902
20020,201.223
20021,200.94
20022,200.66
20023,200.91
20024,200.9415
20025,200.8574
20026,200.8
20027,200.805
20028,201.12
20029,201.03
20030,201.15
20031,201.28
20032,201.39
20033,201.3
20034,201.2717
20035,201.12
20036,201.07
20037,201.2
20038,201.2
20039,201.2834
20040,201.1865
20041,201.23
20042,201.17
20043,201.15
20044,201.2
20045,201.24
20046,201.2708
20047,201.33
20048,201.3
20049,201.12
20050,201.27
20051,201.3217
20052,201.31
20053,201.3463
20054,201.3
20055,201.1619
20056,201.22
20057,201.215
20058,201.24
20059,201.3
20060,201.15
20061,201.3048
20062,201.35
20063,201.23
20064,201.367
20065,201.23
20066,201.16
20067,201.15
20068,200.88
20069,200.7728
20070,200.62
20071,200.78
20072,201.14
20073,200.95
20074,200.93
20075,200.9465
20076,200.8
20077,200.786
20078,200.93
20079,200.995
20080,200.88
20081,200.9
20082,200.9
20083,200.9126
20084,200.9556
20085,201.0
20086,201.35
20087,201.19
20088,201.2509
20089,201.28
20090,201.3
20091,201.2
20092,201.21
20093,201.21
20094,201.17
20095,201.31
20096,201.4699
20097,201.3
20098,201.25
20099,201.15
20100,201.0778
20101,201.0425
20102,201.07
20103,201.05
20104,201.13
20105,201.0692
20106,201.0395
20107,200.84
20108,200.85
20109,200.8044
20110,200.72
20111,200.7
20112,200.699
20113,200.82
20114,200.904
20115,201.0
20116,201.0
20117,200.91
20118,200.9
20119,200.935
20120,200.94
20121,200.945
20122,200.9325
20123,200.9
20124,200.86
20125,200.9
20126,200.825
20127,200.65
20128,200.755
20129,200.74
20130,200.68
20131,200.85
20132,200.76
20133,200.8
20134,200.9
20135,200.78
20136,200.74
20137,201.06
20138,201.04
20139,200.97
20140,201.2
20141,201.2396
20142,201.4602
20143,201.351
20144,201.389
20145,201.31
20146,201.3
20147,201.3103
20148,201.3
20149,201.4
20150,201.28
20151,201.25
20152,201.16
20153,201.12
20154,201.1586
20155,201.2538
20156,201.15
20157,201.1258
20158,201.07
20159,201.1574
20160,200.955
20161,201.0
20162,201.17
20163,201.16
20164,201.13
20165,201.18
20166,201.3
20167,201.27
20168,201.25
20169,201.26
20170,201.23
20171,201.27
20172,201.29
20173,201.27
20174,201.3
20175,201.3199
20176,201.29
20177,201.2425
20178,201.2
20179,201.22
20180,201.23
20181,201.27
20182,201.39
20183,201.32
20184,201.4183
20185,201.34
20186,201.4365
20187,201.67
20188,201.55
20189,201.845
20190,201.61
20191,201.62
20192,201.59
20193,201.5
20194,201.43
20195,201.3999
20196,201.31
20197,201.27
20198,201.3599
20199,201.34
20200,201.31
20201,201.35
20202,201.3
20203,201.05
20204,201.07
20205,201.1995
20206,200.9599
20207,200.92
20208,200.8863
20209,200.77
20210,200.92
20211,200.93
20212,200.9425
20213,200.9248
20214,200.81
20215,200.83
20216,200.82
20217,200.87495
20218,200.9299
20219,200.7
20220,200.76
20221,200.89
20222,200.875
20223,200.885
20224,200.92
20225,200.855
20226,200.96
20227,201.09
20228,201.17
20229,201.28
20230,201.23
20231,201.1
20232,201.02
20233,200.965
20234,201.0884
20235,200.99
20236,201.05
20237,201.08
20238,200.81
20239,200.98
20240,200.96
20241,201.01
20242,201.15
20243,201.08
20244,201.07
20245,201.3014
20246,201.17
20247,201.17
20248,201.2303
20249,201.1128
20250,201.08
20251,201.08
20252,201.17
20253,201.1375
20254,201.25
20255,201.265
20256,201.25
20257,201.26
20258,201.38
20259,201.44
20260,201.62
20261,201.43
20262,201.448
20263,201.5196
20264,201.4868
20265,201.375
20266,201.4
20267,201.36
20268,201.4
20269,201.42
20270,201.2
20271,201.23
20272,201.045
20273,201.12
20274,201.08
20275,201.04
20276,201.2
20277,201.08
20278,201.115
20279,201.12
20280,201.0
20281,200.89
20282,199.0
20283,200.325
20284,199.99
20285,200.03
20286,200.215
20287,199.6
20288,199.27
20289,198.97
20290,199.71
20291,199.31
20292,199.425
20293,199.0
20294,199.1
20295,199.1
20296,198.9
20297,198.69
20298,198.502
20299,198.78
20300,198.69
20301,198.78
20302,199.26
20303,199.32
20304,199.17
20305,199.37
20306,199.55
20307,199.44
20308,199.6
20309,199.66
20310,199.54
20311,199.79
20312,200.09
20313,200.03
20314,199.7
20315,199.76
20316,199.68
20317,199.51
20318,199.8786
20319,199.58
20320,199.68
20321,199.39
20322,199.47
20323,199.44
20324,199.31
20325,199.1878
20326,199.07
20327,198.825
20328,198.52
20329,198.7
20330,198.9462
20331,199.0
20332,199.06
20333,199.25
20334,199.2199
20335,199.19
20336,199.24
20337,199.21
20338,199.23
20339,199.2599
20340,199.15
20341,199.1501
20342,199.17
20343,199.02
20344,199.01
20345,199.0
20346,198.9999
20347,199.0
20348,198.83
20349,199.06
20350,199.28
20351,199.0899
20352,199.25
20353,199.16
20354,199.04
20355,198.7375
20356,198.81
20357,198.89
20358,198.9999
20359,198.9408
20360,198.84
20361,198.84
20362,198.76
20363,198.55
20364,198.58
20365,198.71
20366,198.5326
20367,198.6
20368,198.5416
20369,198.47
20370,198.35
20371,198.18
20372,198.095
20373,198.16
20374,198.025
20375,198.2
20376,198.255
20377,198.22
20378,198.31
20379,198.27
20380,198.2315
20381,198.05
20382,198.0163
20383,198.025
20384,197.95
20385,197.9
20386,197.88
20387,198.1
20388,198.125
20389,197.81
20390,197.71400000000003
20391,197.48
20392,197.5314
20393,197.4301
20394,197.4691
20395,197.41
20396,197.06
20397,197.1303
20398,196.962
20399,197.0
20400,196.92
20401,197.33
20402,197.5
20403,197.3063
20404,197.1826
20405,197.205
20406,197.515
20407,197.45
20408,197.26
20409,197.27
20410,196.95
20411,197.1649
20412,197.2538
20413,197.3899
20414,197.415
20415,197.37
20416,197.25
20417,197.1
20418,197.1399
20419,197.15
20420,197.1721
20421,197.15
20422,197.34
20423,197.13
20424,197.265
20425,197.36
20426,197.41
20427,197.406
20428,197.41
20429,197.51
20430,197.37
20431,197.659
20432,197.48
20433,197.4982
20434,197.66
20435,197.6141
20436,197.55
20437,197.5179
20438,197.63
20439,197.51
20440,197.4
20441,197.19
20442,196.9401
20443,196.94
20444,196.82
20445,196.8
20446,196.88
20447,196.82
20448,196.9
20449,197.0
20450,197.19
20451,197.2229
20452,197.26
20453,197.26
20454,197.16
20455,196.93
20456,196.81
20457,196.7883
20458,196.8
20459,197.055
20460,196.992
20461,196.91
20462,197.0101
20463,197.064
20464,197.0785
20465,197.08
20466,197.07
20467,197.14
20468,197.0
20469,196.96
20470,196.9699
20471,196.9756
20472,196.965
20473,196.935
20474,196.91
20475,196.99
20476,196.9097
20477,197.0
20478,197.04
20479,197.06
20480,197.0
20481,196.96
20482,197.0
20483,196.95
20484,196.94
20485,196.99
20486,197.02
20487,197.049
20488,196.97
20489,197.05
20490,196.98
20491,196.87
20492,196.73
20493,196.6
20494,196.63
20495,196.61
20496,196.6
20497,196.68
20498,196.7
20499,196.7508
20500,196.825
20501,196.8946
20502,197.32
20503,197.51
20504,197.56
20505,197.71
20506,197.57
20507,197.7
20508,197.62
20509,197.6
20510,197.5
20511,197.6128
20512,197.56
20513,197.38
20514,197.32
20515,197.29
20516,197.28
20517,197.345
20518,197.49
20519,197.46
20520,197.5809
20521,197.55
20522,197.51
20523,197.505
20524,197.74
20525,197.18400000000003
20526,197.58
20527,197.41
20528,197.49
20529,197.47
20530,197.45
20531,197.6101
20532,197.6
20533,197.41
20534,197.3
20535,197.18
20536,197.34
20537,197.44
20538,197.29
20539,197.3565
20540,197.3908
20541,197.4
20542,197.351
20543,197.416
20544,197.23
20545,197.3641
20546,197.38
20547,197.28
20548,197.2925
20549,197.3045
20550,197.16
20551,196.91
20552,196.955
20553,196.93
20554,197.0
20555,197.057
20556,197.09
20557,197.09
20558,197.02
20559,196.9211
20560,197.11
20561,197.05
20562,197.06
20563,197.1
20564,196.93
20565,196.85
20566,196.8402
20567,196.915
20568,196.8324
20569,196.86
20570,196.73
20571,196.72
20572,196.75
20573,196.68
20574,196.64
20575,196.6954
20576,196.53
20577,196.6615
20578,196.674
20579,196.6432
20580,196.6423
20581,196.68
20582,196.5558
20583,196.46
20584,196.47
20585,196.39
20586,196.13
20587,196.06
20588,195.97
20589,196.04
20590,195.97
20591,196.07
20592,196.03
20593,196.08
20594,196.13
20595,196.0832
20596,196.125
20597,196.19
20598,196.21
20599,196.15
20600,196.24
20601,196.19
20602,196.23
20603,196.25
20604,196.1116
20605,196.08
20606,196.05
20607,195.89
20608,196.04
20609,196.06
20610,196.02
20611,196.04
20612,195.95
20613,196.08
20614,196.07
20615,196.11
20616,196.1385
20617,196.12
20618,196.15
20619,196.24
20620,196.278
20621,196.4887
20622,196.5
20623,196.5611
20624,196.51
20625,196.595
20626,196.4
20627,196.49
20628,196.44
20629,196.49
20630,196.5
20631,196.56
20632,196.48
20633,196.5095
20634,196.5201
20635,196.45
20636,196.4405
20637,196.49
20638,196.46
20639,196.46
20640,196.5
20641,196.5
20642,196.679
20643,196.5426
20644,196.525
20645,196.56
20646,196.6301
20647,196.6855
20648,196.6
20649,196.5
20650,196.5349
20651,196.53
20652,196.5206
20653,196.56
20654,196.5937
20655,196.6
20656,196.5
20657,196.5011
20658,196.57
20659,196.5795
20660,196.63
20661,196.69
20662,196.72
20663,196.71
20664,196.725
20665,196.74
20666,196.57
20667,196.72
20668,196.785
20669,196.73
20670,196.61
20671,201.1822
20672,200.9992
20673,200.65
20674,200.577
20675,200.65
20676,200.5
20677,199.91
20678,200.11
20679,199.95
20680,200.1
20681,200.015
20682,200.16
20683,200.33
20684,200.8
20685,200.765
20686,200.7601
20687,200.98
20688,200.8068
20689,201.07
20690,201.45
20691,201.605
20692,201.6075
20693,201.7973
20694,201.8
20695,202.2
20696,202.49
20697,202.92
20698,202.95
20699,202.5076
20700,202.33
20701,202.32
20702,202.09
20703,202.5
20704,202.74
20705,202.7915
20706,202.75
20707,202.55
20708,202.672
20709,202.758
20710,203.163
20711,203.39
20712,203.56
20713,203.39
20714,203.72
20715,203.92
20716,204.05
20717,203.68
20718,203.1209
20719,203.4699
20720,203.381
20721,203.3592
20722,203.06
20723,202.72
20724,202.64
20725,202.755
20726,202.7201
20727,202.885
20728,202.86
20729,202.37
20730,202.05
20731,202.27
20732,202.49
20733,202.5496
20734,202.905
20735,202.8
20736,203.12
20737,202.885
20738,202.95
20739,202.91
20740,202.82
20741,203.055
20742,202.979
20743,202.95
20744,203.02
20745,202.75
20746,202.9497
20747,203.04
20748,203.0
20749,203.1
20750,203.07
20751,203.0467
20752,203.0504
20753,203.01
20754,202.965
20755,202.925
20756,202.98
20757,203.0
20758,202.92
20759,202.645
20760,202.78
20761,202.77
20762,202.65
20763,202.511
20764,202.29
20765,202.51
20766,202.5
20767,202.43
20768,202.49
20769,202.5
20770,202.6
20771,202.66
20772,202.56
20773,202.41
20774,202.49
20775,202.478
20776,202.3
20777,202.3202
20778,202.03
20779,202.2
20780,202.2802
20781,202.05
20782,201.9854
20783,202.02
20784,202.03
20785,202.1
20786,202.0
20787,202.05
20788,202.0972
20789,202.06
20790,201.95
20791,201.74
20792,201.795
20793,201.717
20794,201.82
20795,201.86
20796,201.8062
20797,201.73
20798,201.685
20799,201.74
20800,201.8
20801,201.65
20802,201.41
20803,201.49
20804,201.4068
20805,201.39
20806,201.06
20807,201.1
20808,201.2532
20809,201.07
20810,201.1
20811,201.0967
20812,201.08
20813,201.0699
20814,201.025
20815,200.6
20816,200.62
20817,200.52
20818,200.3717
20819,200.34
20820,200.43
20821,200.4
20822,200.56
20823,200.7
20824,200.92
20825,200.81
20826,200.85
20827,200.8965
20828,200.51
20829,200.53
20830,200.7691
20831,200.7682
20832,200.9099
20833,200.8606
20834,200.77
20835,200.75
20836,200.94
20837,200.64
20838,200.64
20839,200.63
20840,200.62
20841,200.61
20842,200.66
20843,200.62
20844,200.76
20845,200.77
20846,200.56
20847,200.58
20848,200.66
20849,200.877
20850,200.815
20851,200.8362
20852,201.32
20853,201.5
20854,201.3317
20855,201.4
20856,201.4
20857,201.42
20858,201.4301
20859,201.5258
20860,201.77
20861,202.3342
20862,202.3608
20863,202.438
20864,202.14
20865,202.3
20866,202.785
20867,202.7834
20868,202.685
20869,202.5624
20870,202.595
20871,202.25
20872,202.378
20873,202.389
20874,202.4
20875,202.34
20876,202.4
20877,202.425
20878,202.4317
20879,202.35
20880,202.27
20881,202.34
20882,202.3498
20883,202.3999
20884,202.59
20885,202.54
20886,202.55
20887,202.4855
20888,202.49
20889,202.45
20890,202.3731
20891,202.29
20892,202.3155
20893,202.24
20894,202.01
20895,202.09
20896,201.82
20897,201.99
20898,201.83
20899,201.9
20900,201.85
20901,201.84
20902,201.87
20903,201.98
20904,202.05
20905,201.81
20906,201.88
20907,201.9
20908,201.89
20909,202.0479
20910,201.895
20911,202.13
20912,202.024
20913,202.04
20914,202.0306
20915,202.0966
20916,202.12
20917,202.146
20918,202.09
20919,202.1426
20920,202.25
20921,202.2444
20922,202.33
20923,202.39
20924,202.26
20925,202.32
20926,202.2501
20927,202.26
20928,202.35
20929,202.44
20930,202.37
20931,202.37
20932,202.26
20933,202.282
20934,202.18
20935,202.09
20936,202.13
20937,202.13
20938,202.125
20939,202.07
20940,202.02
20941,202.1336
20942,202.21
20943,202.11
20944,202.05
20945,202.2
20946,202.15
20947,202.17
20948,202.1404
20949,202.1108
20950,202.17
20951,202.17
20952,202.165
20953,202.16
20954,202.1584
20955,202.13
20956,202.07
20957,202.145
20958,202.04
20959,202.0
20960,202.2
20961,202.1048
20962,202.01
20963,202.11
20964,202.14
20965,202.28
20966,202.28
20967,202.15
20968,202.18095
20969,202.2119
20970,202.1
20971,202.0628
20972,202.02
20973,202.09
20974,202.16
20975,202.09
20976,202.0659
20977,202.0
20978,202.07
20979,202.1033
20980,202.09
20981,202.14
20982,202.19
20983,202.1728
20984,202.12
20985,202.135
20986,202.15
20987,202.18
20988,202.1432
20989,202.1685
20990,202.21
20991,202.185
20992,202.225
20993,202.13
20994,202.09
20995,202.17
20996,202.09
20997,202.0999
20998,202.1
20999,202.01
21000,202.13
21001,202.1352
21002,202.0
21003,202.1
21004,202.07
21005,202.0
21006,202.0842
21007,202.04
21008,202.0246
21009,202.0
21010,201.95
21011,202.0
21012,201.985
21013,201.92
21014,201.945
21015,201.95
21016,201.9087
21017,201.96
21018,201.93
21019,201.91
21020,201.88
21021,201.83
21022,201.8
21023,201.72
21024,201.745
21025,201.81
21026,201.789
21027,201.76
21028,201.74
21029,201.712
21030,201.69
21031,201.5598
21032,201.59
21033,201.4091
21034,201.2
21035,201.39
21036,201.44
21037,201.455
21038,201.4
21039,201.43
21040,201.37
21041,201.25
21042,201.34
21043,201.389
21044,201.2519
21045,201.21
21046,201.29
21047,201.28
21048,201.27
21049,201.18
21050,201.1175
21051,201.08
21052,201.0611
21053,201.08
21054,201.0
21055,201.08
21056,200.96
21057,200.92
21058,200.96
21059,200.94
21060,200.95
21061,201.7399
21062,201.78
21063,201.44
21064,201.066
21065,201.3358
21066,201.6
21067,201.6895
21068,201.585
21069,201.52
21070,201.7775
21071,202.05
21072,201.823
21073,201.62
21074,201.88
21075,201.87
21076,201.74
21077,201.7328
21078,201.7
21079,201.5965
21080,201.5899
21081,201.18
21082,200.865
21083,201.001
21084,201.0
21085,200.92
21086,200.86
21087,200.83
21088,201.04
21089,200.96
21090,201.005
21091,201.11
21092,201.98
21093,201.3937
21094,201.33
21095,201.8773
21096,201.833
21097,201.739
21098,201.762
21099,201.91
21100,201.8325
21101,201.69
21102,201.5075
21103,201.23
21104,201.33
21105,201.05
21106,201.145
21107,201.0873
21108,201.06
21109,201.02
21110,200.965
21111,200.785
21112,200.74
21113,200.64
21114,200.4
21115,199.6
21116,198.74
21117,198.89
21118,198.79
21119,199.0
21120,199.02
21121,198.94
21122,198.3201
21123,198.88
21124,199.49
21125,199.62
21126,199.04
21127,199.1778
21128,199.1
21129,199.49
21130,199.37
21131,199.35
21132,199.49
21133,199.52
21134,199.69
21135,199.88
21136,199.21
21137,199.5
21138,199.115
21139,199.4469
21140,199.97
21141,199.34
21142,199.36
21143,199.34
21144,199.52
21145,199.74
21146,199.72
21147,199.85
21148,199.47
21149,199.588
21150,199.39
21151,199.34
21152,199.21
21153,199.15
21154,199.43
21155,199.47
21156,199.855
21157,199.8152
21158,200.815
21159,200.6199
21160,200.1878
21161,200.07
21162,200.1845
21163,200.52
21164,200.58
21165,200.43
21166,200.735
21167,200.5
21168,200.41
21169,200.3408
21170,200.38
21171,200.1959
21172,200.17
21173,200.22
21174,200.1466
21175,200.62
21176,200.96
21177,200.54
21178,200.67
21179,200.42
21180,200.45
21181,200.69
21182,200.41
21183,200.3
21184,200.185
21185,200.23
21186,200.06
21187,200.01
21188,199.88
21189,199.9004
21190,200.0344
21191,199.98
21192,199.85
21193,199.88
21194,199.765
21195,200.23
21196,200.069
21197,199.9261
21198,199.735
21199,199.41
21200,199.281
21201,199.52
21202,199.3099
21203,199.51
21204,199.55
21205,199.89
21206,199.8632
21207,199.83
21208,199.93
21209,199.97
21210,199.975
21211,199.9155
21212,199.82
21213,199.75
21214,199.7
21215,199.726
21216,199.83
21217,199.77
21218,199.6348
21219,199.79
21220,199.8
21221,199.7
21222,199.7
21223,199.82
21224,199.84
21225,199.99
21226,199.85
21227,200.303
21228,200.0701
21229,200.35
21230,200.4
21231,200.24
21232,200.19
21233,200.151
21234,200.02
21235,200.08
21236,200.08
21237,199.99
21238,199.9
21239,199.88645
21240,199.8729
21241,200.13
21242,200.2517
21243,200.19
21244,200.16
21245,200.16
21246,200.12
21247,200.01
21248,200.0
21249,199.84
21250,200.23
21251,200.37
21252,200.21
21253,200.27
21254,200.19
21255,200.18
21256,200.21
21257,200.2404
21258,200.32
21259,200.2901
21260,200.22
21261,200.1618
21262,200.21
21263,200.265
21264,200.32
21265,200.27
21266,200.1982
21267,200.11
21268,200.11
21269,200.11
21270,200.25
21271,200.1
21272,200.11
21273,200.29
21274,200.13
21275,199.99
21276,200.0254
21277,200.07
21278,199.98
21279,199.89
21280,200.02
21281,200.01
21282,200.0
21283,199.95
21284,200.0953
21285,199.91
21286,199.85
21287,199.99
21288,199.9692
21289,199.9
21290,199.825
21291,199.75
21292,199.76
21293,199.66
21294,199.9
21295,199.96
21296,199.88
21297,200.13
21298,200.48
21299,200.41
21300,200.48
21301,200.52
21302,200.6
21303,200.65
21304,200.77
21305,201.2124
21306,201.2
21307,200.9346
21308,200.9
21309,200.83
21310,200.4
21311,200.35
21312,200.2491
21313,200.59
21314,200.4549
21315,200.37
21316,200.23
21317,200.21
21318,200.065
21319,200.18
21320,200.1113
21321,200.1001
21322,200.11
21323,200.05
21324,200.06
21325,200.11
21326,200.02
21327,200.12
21328,200.2
21329,200.219
21330,200.01
21331,200.33
21332,200.29
21333,200.35
21334,200.25
21335,200.223
21336,200.15
21337,200.2866
21338,200.21
21339,200.27
21340,200.36
21341,200.39
21342,200.6
21343,200.53
21344,200.83
21345,200.72
21346,200.56
21347,200.53
21348,200.5
21349,200.395
21350,200.24
21351,200.39
21352,200.46
21353,200.41
21354,200.13
21355,200.26
21356,200.3199
21357,200.1152
21358,199.909
21359,199.86
21360,199.94
21361,199.67
21362,199.53
21363,199.62
21364,199.5854
21365,199.55
21366,199.66
21367,199.51
21368,199.3902
21369,199.45
21370,199.4961
21371,199.51
21372,199.8
21373,199.78
21374,199.696
21375,199.73
21376,199.78
21377,199.81
21378,199.7
21379,199.74
21380,199.68
21381,199.59
21382,199.51
21383,199.53
21384,199.59
21385,199.65
21386,199.8144
21387,199.65
21388,199.42
21389,199.4
21390,199.4016
21391,199.39
21392,199.32
21393,199.36
21394,199.32
21395,199.31
21396,199.24
21397,199.29
21398,199.19
21399,199.31
21400,199.36
21401,199.35
21402,199.315
21403,199.4499
21404,199.49
21405,199.55
21406,199.4172
21407,199.4
21408,199.35
21409,199.6
21410,199.6
21411,199.79
21412,199.68
21413,199.87
21414,199.86
21415,199.733
21416,199.84
21417,199.86
21418,199.94
21419,199.88
21420,199.83
21421,199.87
21422,199.8
21423,199.89
21424,199.77
21425,199.78
21426,199.56
21427,199.53
21428,199.745
21429,199.63
21430,199.62
21431,199.69
21432,199.59
21433,199.58
21434,199.62
21435,199.54
21436,199.6
21437,199.46
21438,199.596
21439,199.4797
21440,199.72
21441,199.66
21442,199.71
21443,199.8599
21444,199.805
21445,199.89
21446,199.85
21447,199.92
21448,200.04
21449,200.03
21450,200.1
21451,201.25
21452,201.02
21453,201.28
21454,200.71
21455,200.49
21456,200.73
21457,200.67
21458,200.85
21459,201.51
21460,202.06
21461,202.43
21462,202.56
21463,202.54
21464,202.385
21465,202.5189
21466,202.8596
21467,203.23
21468,203.26
21469,203.3368
21470,203.01
21471,202.91
21472,202.6754
21473,202.6678
21474,203.09
21475,203.0
21476,202.9999
21477,202.96
21478,202.94
21479,202.93
21480,202.93
21481,202.85
21482,202.68
21483,202.68
21484,202.585
21485,202.38
21486,202.18
21487,202.45
21488,202.46
21489,202.14
21490,202.39
21491,202.5
21492,202.4162
21493,202.202
21494,202.1586
21495,202.12
21496,202.35
21497,202.42
21498,202.2
21499,202.24
21500,202.28
21501,202.134
21502,202.25
21503,202.16
21504,201.8849
21505,201.83
21506,201.9088
21507,202.22
21508,202.5
21509,202.42
21510,202.11
21511,202.44
21512,202.73
21513,202.76
21514,202.65
21515,202.68
21516,202.576
21517,202.44
21518,202.21
21519,202.26
21520,202.34
21521,202.4
21522,202.41
21523,202.54
21524,202.55
21525,202.3211
21526,202.4
21527,202.365
21528,202.18
21529,202.3
21530,202.34
21531,202.245
21532,202.26
21533,202.22
21534,202.3
21535,202.3
21536,202.25
21537,202.23
21538,202.21
21539,202.15
21540,202.07
21541,201.64
21542,201.724
21543,201.68
21544,201.6654
21545,201.72
21546,201.4
21547,201.59
21548,201.8
21549,201.6975
21550,201.48
21551,201.6
21552,201.79
21553,201.435
21554,201.55
21555,201.65
21556,201.6245
21557,201.19
21558,201.3134
21559,201.3899
21560,201.2636
21561,201.12
21562,201.41
21563,201.4299
21564,201.43
21565,201.6298
21566,201.86
21567,202.1792
21568,202.13
21569,202.1565
21570,202.29
21571,202.4376
21572,202.085
21573,202.0
21574,201.9897
21575,201.93
21576,201.87
21577,201.74
21578,201.6
21579,201.69
21580,201.705
21581,201.7
21582,201.695
21583,201.815
21584,201.82
21585,201.88
21586,201.78
21587,201.99
21588,201.99
21589,201.9842
21590,202.11
21591,202.09
21592,201.95
21593,202.08
21594,201.64
21595,201.925
21596,202.09
21597,202.225
21598,202.38
21599,202.3201
21600,202.59
21601,202.48
21602,202.6
21603,202.61
21604,202.7206
21605,202.64
21606,202.64
21607,202.5525
21608,202.4
21609,202.31
21610,202.25
21611,202.43
21612,202.39
21613,202.33
21614,202.2772
21615,202.06
21616,202.04
21617,201.9496
